transcript	stratum	expression
TRINITY_DN3227_c0_g2	ANG	-
TRINITY_DN32282_c0_g1	SPE	-
TRINITY_DN3228_c0_g2	PAP	-
TRINITY_DN32293_c0_g1	ANG	-
TRINITY_DN3229_c0_g1	ANG	-
TRINITY_DN322_c0_g1	ANG	-
TRINITY_DN3230_c0_g1	SPE	-
TRINITY_DN32315_c0_g1	SPE	-
TRINITY_DN3231_c0_g1	species-specific	-
TRINITY_DN32323_c0_g1	ANG	-
TRINITY_DN32335_c0_g1	species-specific	-
TRINITY_DN32336_c0_g1	species-specific	-
TRINITY_DN32338_c0_g1	ANG	-
TRINITY_DN3233_c1_g1	species-specific	-
TRINITY_DN3233_c1_g2	SPE	-
TRINITY_DN3233_c1_g3	SPE	-
TRINITY_DN3234_c0_g1	ANG	-
TRINITY_DN32360_c0_g1	species-specific	-
TRINITY_DN32365_c0_g1	species-specific	-
TRINITY_DN32366_c0_g1	species-specific	-
TRINITY_DN32366_c0_g2	species-specific	-
TRINITY_DN32366_c0_g3	species-specific	-
TRINITY_DN32366_c0_g4	SPE	-
TRINITY_DN32368_c0_g2	species-specific	-
TRINITY_DN3236_c0_g2	ANG	-
TRINITY_DN32372_c0_g1	SPE	-
TRINITY_DN3237_c0_g1	SPE	-
TRINITY_DN32380_c0_g1	species-specific	-
TRINITY_DN32381_c0_g2	SPE	-
TRINITY_DN32381_c0_g3	SPE	-
TRINITY_DN32381_c1_g2	SPE	-
TRINITY_DN32384_c0_g1	SPE	-
TRINITY_DN3238_c0_g1	ANG	-
TRINITY_DN3238_c2_g1	ANG	-
TRINITY_DN32390_c2_g1	species-specific	-
TRINITY_DN32395_c0_g1	species-specific	-
TRINITY_DN32396_c0_g1	PAP	-
TRINITY_DN32409_c0_g1	ROS	-
TRINITY_DN3240_c0_g1	ANG	-
TRINITY_DN3240_c1_g1	species-specific	-
TRINITY_DN32411_c0_g1	EUD	-
TRINITY_DN32413_c0_g1	species-specific	-
TRINITY_DN32415_c0_g1	ANG	-
TRINITY_DN3241_c0_g1	ANG	-
TRINITY_DN32426_c0_g1	species-specific	-
TRINITY_DN32428_c0_g1	species-specific	-
TRINITY_DN3242_c0_g1	PAP	-
TRINITY_DN3242_c1_g1	species-specific	-
TRINITY_DN32434_c0_g1	species-specific	-
TRINITY_DN32437_c0_g1	species-specific	-
TRINITY_DN32437_c2_g2	species-specific	-
TRINITY_DN32437_c2_g4	species-specific	-
TRINITY_DN32438_c0_g2	species-specific	-
TRINITY_DN32438_c0_g5	species-specific	-
TRINITY_DN3243_c0_g1	SPE	-
TRINITY_DN32444_c0_g1	species-specific	-
TRINITY_DN32444_c1_g1	species-specific	-
TRINITY_DN3244_c0_g1	ANG	-
TRINITY_DN32453_c0_g2	species-specific	-
TRINITY_DN32454_c0_g1	EUD	-
TRINITY_DN32455_c0_g1	SPE	-
TRINITY_DN32456_c0_g1	ANG	-
TRINITY_DN32458_c0_g1	ANG	-
TRINITY_DN32459_c0_g1	SPE	-
TRINITY_DN3245_c0_g1	ANG	-
TRINITY_DN32462_c0_g2	species-specific	-
TRINITY_DN32462_c1_g1	species-specific	-
TRINITY_DN32463_c0_g1	species-specific	-
TRINITY_DN32467_c0_g1	SPE	-
TRINITY_DN32468_c0_g2	species-specific	-
TRINITY_DN3246_c0_g1	EUD	-
TRINITY_DN32470_c0_g3	species-specific	-
TRINITY_DN32473_c0_g3	ANG	-
TRINITY_DN32475_c0_g1	PAP	-
TRINITY_DN32478_c0_g1	species-specific	-
TRINITY_DN32479_c2_g1	species-specific	DN
TRINITY_DN3247_c0_g1	SPE	UP
TRINITY_DN32480_c0_g3	PAP	-
TRINITY_DN32498_c0_g1	species-specific	-
TRINITY_DN3249_c0_g1	ANG	-
TRINITY_DN32500_c0_g1	species-specific	-
TRINITY_DN32508_c0_g1	ANG	-
TRINITY_DN32508_c1_g1	ANG	-
TRINITY_DN32509_c0_g1	SPE	-
TRINITY_DN3250_c0_g1	SPE	-
TRINITY_DN32512_c0_g1	species-specific	-
TRINITY_DN3251_c0_g1	FAB	-
TRINITY_DN32522_c0_g1	species-specific	-
TRINITY_DN32524_c0_g1	ANG	-
TRINITY_DN3252_c0_g1	ANG	-
TRINITY_DN3252_c0_g2	PAP	-
TRINITY_DN3253_c0_g1	SPE	-
TRINITY_DN32541_c0_g1	EUD	-
TRINITY_DN32546_c0_g1	ANG	-
TRINITY_DN32547_c0_g3	species-specific	-
TRINITY_DN32548_c2_g1	species-specific	-
TRINITY_DN3254_c0_g1	PAP	-
TRINITY_DN32550_c0_g1	species-specific	-
TRINITY_DN32551_c0_g1	PAP	-
TRINITY_DN32552_c0_g4	species-specific	-
TRINITY_DN32556_c0_g1	ANG	-
TRINITY_DN3255_c0_g1	PAP	-
TRINITY_DN32562_c0_g3	species-specific	-
TRINITY_DN32566_c0_g1	ANG	-
TRINITY_DN32567_c0_g1	species-specific	-
TRINITY_DN3256_c0_g1	SPE	-
TRINITY_DN32579_c1_g1	species-specific	-
TRINITY_DN3258_c0_g1	PAP	-
TRINITY_DN32590_c0_g2	species-specific	-
TRINITY_DN32594_c0_g1	ANG	-
TRINITY_DN32596_c0_g2	species-specific	-
TRINITY_DN3259_c0_g1	ANG	-
TRINITY_DN325_c0_g1	ANG	DN
TRINITY_DN32600_c0_g1	PAP	-
TRINITY_DN32609_c1_g1	species-specific	-
TRINITY_DN3260_c1_g1	ANG	-
TRINITY_DN32615_c0_g1	ANG	-
TRINITY_DN32618_c0_g1	SPE	-
TRINITY_DN32619_c0_g1	ANG	-
TRINITY_DN3261_c0_g1	ANG	-
TRINITY_DN3262_c0_g1	ANG	-
TRINITY_DN32632_c0_g1	PAP	-
TRINITY_DN32638_c0_g1	ANG	-
TRINITY_DN3263_c0_g1	ANG	-
TRINITY_DN32640_c0_g1	ANG	-
TRINITY_DN32641_c0_g1	species-specific	-
TRINITY_DN32641_c1_g2	species-specific	-
TRINITY_DN32641_c2_g3	species-specific	-
TRINITY_DN32641_c5_g1	species-specific	-
TRINITY_DN32645_c0_g1	SPE	-
TRINITY_DN32649_c0_g1	species-specific	-
TRINITY_DN3264_c0_g2	species-specific	-
TRINITY_DN32650_c0_g1	species-specific	-
TRINITY_DN32654_c0_g1	ANG	-
TRINITY_DN32656_c0_g1	species-specific	-
TRINITY_DN32656_c0_g4	species-specific	-
TRINITY_DN32656_c1_g1	species-specific	-
TRINITY_DN32660_c0_g1	ANG	-
TRINITY_DN3266_c0_g1	ANG	-
TRINITY_DN32671_c0_g2	ANG	-
TRINITY_DN32674_c0_g1	species-specific	-
TRINITY_DN32675_c0_g1	ANG	-
TRINITY_DN32676_c0_g1	PAP	-
TRINITY_DN32677_c0_g1	PAP	-
TRINITY_DN3267_c0_g1	ANG	-
TRINITY_DN32680_c0_g1	ANG	-
TRINITY_DN32682_c0_g1	EUD	-
TRINITY_DN32683_c0_g1	ANG	-
TRINITY_DN32685_c0_g1	ANG	-
TRINITY_DN3268_c0_g1	ANG	-
TRINITY_DN3268_c0_g2	ANG	-
TRINITY_DN3269_c0_g1	ROS	-
TRINITY_DN326_c0_g1	SPE	-
TRINITY_DN32702_c0_g1	PAP	-
TRINITY_DN32706_c0_g1	ANG	-
TRINITY_DN32707_c0_g1	ANG	-
TRINITY_DN32708_c0_g2	species-specific	-
TRINITY_DN3270_c0_g1	ANG	-
TRINITY_DN32710_c0_g1	FAB	-
TRINITY_DN32718_c0_g1	ANG	-
TRINITY_DN32727_c0_g1	ANG	-
TRINITY_DN3272_c2_g1	SPE	-
TRINITY_DN32738_c0_g1	ANG	-
TRINITY_DN3273_c0_g1	SPE	-
TRINITY_DN32741_c0_g1	PAP	-
TRINITY_DN32745_c0_g2	species-specific	-
TRINITY_DN32745_c0_g5	species-specific	-
TRINITY_DN32746_c0_g1	SPE	-
TRINITY_DN32749_c0_g1	species-specific	-
TRINITY_DN3274_c0_g1	SPE	-
TRINITY_DN32757_c0_g1	species-specific	-
TRINITY_DN32758_c0_g1	PAP	-
TRINITY_DN3276_c0_g1	ANG	-
TRINITY_DN3276_c1_g1	PAP	-
TRINITY_DN3276_c1_g2	species-specific	-
TRINITY_DN32776_c0_g1	species-specific	-
TRINITY_DN32777_c0_g1	ANG	-
TRINITY_DN32779_c0_g1	species-specific	-
TRINITY_DN32784_c0_g4	species-specific	-
TRINITY_DN32784_c1_g1	species-specific	-
TRINITY_DN32794_c0_g1	PAP	-
TRINITY_DN327_c2_g1	PAP	-
TRINITY_DN32801_c0_g1	species-specific	-
TRINITY_DN32803_c0_g1	species-specific	-
TRINITY_DN32816_c0_g1	PAP	-
TRINITY_DN32817_c0_g1	SPE	-
TRINITY_DN3281_c0_g1	SPE	-
TRINITY_DN32821_c0_g1	ANG	-
TRINITY_DN32825_c0_g2	species-specific	-
TRINITY_DN32827_c0_g1	ANG	-
TRINITY_DN32828_c0_g1	species-specific	-
TRINITY_DN3282_c0_g1	SPE	-
TRINITY_DN3282_c0_g2	SPE	-
TRINITY_DN32831_c0_g1	species-specific	-
TRINITY_DN32832_c3_g1	SPE	DN
TRINITY_DN32837_c0_g2	species-specific	-
TRINITY_DN32839_c0_g2	species-specific	-
TRINITY_DN3283_c0_g1	ANG	-
TRINITY_DN32840_c0_g1	ANG	-
TRINITY_DN32847_c1_g1	species-specific	-
TRINITY_DN3284_c0_g1	ANG	-
TRINITY_DN3284_c1_g1	ANG	-
TRINITY_DN32854_c0_g1	ANG	-
TRINITY_DN32855_c0_g1	PAP	-
TRINITY_DN32859_c0_g1	EUD	-
TRINITY_DN32860_c0_g1	species-specific	-
TRINITY_DN32864_c0_g1	EUD	-
TRINITY_DN32869_c0_g1	species-specific	-
TRINITY_DN32869_c0_g2	species-specific	-
TRINITY_DN3286_c0_g1	ANG	-
TRINITY_DN32872_c0_g1	ANG	-
TRINITY_DN32873_c0_g1	PAP	-
TRINITY_DN32876_c0_g1	ANG	-
TRINITY_DN32878_c0_g1	species-specific	-
TRINITY_DN32881_c0_g1	ANG	-
TRINITY_DN32881_c0_g2	ANG	-
TRINITY_DN32882_c0_g1	ANG	-
TRINITY_DN32884_c0_g1	ROS	-
TRINITY_DN32884_c0_g2	ROS	-
TRINITY_DN32885_c0_g1	ANG	-
TRINITY_DN32885_c0_g2	ANG	-
TRINITY_DN3288_c0_g1	ANG	-
TRINITY_DN32897_c1_g1	species-specific	-
TRINITY_DN3289_c0_g2	ANG	-
TRINITY_DN32901_c0_g1	species-specific	-
TRINITY_DN32903_c0_g1	SPE	-
TRINITY_DN32907_c0_g1	species-specific	-
TRINITY_DN3290_c0_g1	SPE	-
TRINITY_DN32911_c0_g1	ANG	-
TRINITY_DN32912_c0_g1	PAP	-
TRINITY_DN32917_c0_g3	SPE	-
TRINITY_DN32917_c0_g4	ROS	-
TRINITY_DN32917_c0_g5	ROS	-
TRINITY_DN32918_c0_g1	species-specific	-
TRINITY_DN32918_c1_g2	species-specific	-
TRINITY_DN32919_c0_g1	ANG	-
TRINITY_DN3291_c0_g1	ANG	-
TRINITY_DN32920_c0_g1	species-specific	-
TRINITY_DN32922_c0_g2	ANG	-
TRINITY_DN32922_c2_g1	species-specific	-
TRINITY_DN32928_c0_g1	SPE	-
TRINITY_DN3292_c0_g1	ANG	-
TRINITY_DN3292_c0_g2	ANG	-
TRINITY_DN32930_c0_g1	species-specific	-
TRINITY_DN32937_c0_g2	species-specific	-
TRINITY_DN32937_c0_g3	species-specific	-
TRINITY_DN32938_c0_g1	ANG	-
TRINITY_DN32939_c0_g1	ANG	-
TRINITY_DN3293_c0_g1	ANG	-
TRINITY_DN3293_c1_g1	ANG	-
TRINITY_DN32941_c0_g1	ANG	-
TRINITY_DN32945_c0_g1	ANG	-
TRINITY_DN32946_c0_g1	SPE	-
TRINITY_DN32949_c0_g1	species-specific	-
TRINITY_DN32949_c0_g2	species-specific	-
TRINITY_DN32949_c0_g3	species-specific	-
TRINITY_DN32949_c0_g4	species-specific	-
TRINITY_DN32951_c0_g1	species-specific	-
TRINITY_DN32952_c0_g1	ANG	-
TRINITY_DN32953_c0_g1	ANG	-
TRINITY_DN32954_c0_g2	species-specific	-
TRINITY_DN32957_c0_g1	ANG	-
TRINITY_DN32958_c0_g1	ANG	-
TRINITY_DN32959_c0_g1	ANG	-
TRINITY_DN3295_c0_g1	ANG	-
TRINITY_DN32969_c0_g1	ANG	-
TRINITY_DN3296_c0_g1	species-specific	-
TRINITY_DN3296_c0_g3	species-specific	-
TRINITY_DN3296_c1_g2	ANG	-
TRINITY_DN3296_c1_g3	ANG	-
TRINITY_DN3296_c1_g4	species-specific	-
TRINITY_DN32972_c0_g1	ANG	-
TRINITY_DN3297_c0_g1	ANG	-
TRINITY_DN32982_c0_g1	ANG	-
TRINITY_DN32984_c0_g1	SPE	-
TRINITY_DN32989_c0_g1	ANG	-
TRINITY_DN3298_c0_g1	ANG	-
TRINITY_DN32992_c0_g1	ANG	-
TRINITY_DN32992_c0_g2	ANG	-
TRINITY_DN32995_c0_g1	species-specific	-
TRINITY_DN32996_c0_g1	species-specific	-
TRINITY_DN32999_c0_g1	species-specific	-
TRINITY_DN3299_c0_g2	ANG	-
TRINITY_DN329_c0_g1	species-specific	DN
TRINITY_DN32_c1_g1	ANG	-
TRINITY_DN33000_c1_g1	species-specific	-
TRINITY_DN33000_c1_g4	species-specific	-
TRINITY_DN33005_c0_g1	ANG	-
TRINITY_DN33005_c0_g2	ANG	-
TRINITY_DN33005_c1_g1	ANG	-
TRINITY_DN33008_c0_g1	species-specific	-
TRINITY_DN3300_c0_g1	ANG	-
TRINITY_DN33011_c0_g1	ANG	-
TRINITY_DN33012_c0_g1	species-specific	-
TRINITY_DN33012_c0_g2	PAP	-
TRINITY_DN33013_c0_g3	species-specific	-
TRINITY_DN33014_c0_g1	ANG	-
TRINITY_DN33016_c0_g1	ANG	-
TRINITY_DN3301_c0_g1	ANG	-
TRINITY_DN33020_c0_g1	ANG	-
TRINITY_DN33023_c0_g1	species-specific	-
TRINITY_DN33026_c0_g1	ANG	-
TRINITY_DN33027_c0_g1	FAB	-
TRINITY_DN33032_c0_g1	PAP	-
TRINITY_DN33037_c0_g1	species-specific	-
TRINITY_DN33037_c0_g5	species-specific	-
TRINITY_DN33039_c1_g1	ANG	-
TRINITY_DN3303_c1_g1	SPE	-
TRINITY_DN33042_c0_g2	species-specific	-
TRINITY_DN33042_c2_g1	species-specific	-
TRINITY_DN33044_c0_g1	SPE	-
TRINITY_DN33047_c0_g1	ANG	-
TRINITY_DN33048_c0_g2	species-specific	-
TRINITY_DN3304_c0_g1	ANG	-
TRINITY_DN33050_c1_g1	species-specific	-
TRINITY_DN33051_c0_g1	ANG	-
TRINITY_DN33053_c0_g1	ANG	-
TRINITY_DN33055_c0_g1	species-specific	-
TRINITY_DN33058_c0_g1	species-specific	-
TRINITY_DN3305_c0_g1	SPE	-
TRINITY_DN33060_c0_g1	SPE	-
TRINITY_DN3306_c0_g1	ANG	-
TRINITY_DN33076_c0_g1	ANG	-
TRINITY_DN33078_c0_g1	ANG	-
TRINITY_DN3307_c0_g1	ANG	-
TRINITY_DN3307_c0_g2	ANG	-
TRINITY_DN33086_c0_g3	species-specific	-
TRINITY_DN33087_c0_g6	species-specific	-
TRINITY_DN33089_c0_g1	PAP	-
TRINITY_DN3308_c0_g1	PAP	-
TRINITY_DN33097_c0_g1	ANG	-
TRINITY_DN33098_c0_g1	PAP	-
TRINITY_DN33108_c0_g1	ROS	-
TRINITY_DN3310_c0_g1	SPE	-
TRINITY_DN33110_c0_g1	species-specific	-
TRINITY_DN33110_c2_g1	species-specific	-
TRINITY_DN33110_c3_g1	species-specific	-
TRINITY_DN33114_c0_g1	species-specific	-
TRINITY_DN33116_c0_g1	ANG	-
TRINITY_DN33117_c0_g1	SPE	-
TRINITY_DN3311_c0_g1	SPE	-
TRINITY_DN33123_c0_g1	ANG	-
TRINITY_DN3312_c0_g1	ANG	-
TRINITY_DN33142_c0_g1	PAP	-
TRINITY_DN33147_c0_g1	SPE	-
TRINITY_DN3314_c3_g1	ANG	-
TRINITY_DN33154_c0_g1	ANG	-
TRINITY_DN33157_c0_g1	SPE	-
TRINITY_DN33159_c0_g1	ANG	-
TRINITY_DN33167_c0_g1	species-specific	-
TRINITY_DN33167_c0_g2	ANG	-
TRINITY_DN3316_c0_g1	ANG	-
TRINITY_DN33174_c0_g1	species-specific	-
TRINITY_DN3317_c0_g1	ANG	-
TRINITY_DN33181_c0_g1	species-specific	-
TRINITY_DN33184_c0_g1	ROS	-
TRINITY_DN33187_c0_g1	species-specific	-
TRINITY_DN3319_c0_g1	ANG	-
TRINITY_DN331_c1_g1	SPE	-
TRINITY_DN33204_c0_g1	EUD	-
TRINITY_DN33205_c0_g1	ANG	-
TRINITY_DN33209_c0_g1	species-specific	-
TRINITY_DN33209_c0_g2	species-specific	-
TRINITY_DN3320_c0_g1	ANG	-
TRINITY_DN3320_c1_g1	ANG	-
TRINITY_DN33215_c0_g2	species-specific	-
TRINITY_DN33217_c0_g1	SPE	-
TRINITY_DN3321_c0_g1	ANG	-
TRINITY_DN33228_c0_g1	species-specific	-
TRINITY_DN33231_c0_g1	ANG	-
TRINITY_DN33234_c0_g1	ANG	-
TRINITY_DN33236_c0_g1	species-specific	-
TRINITY_DN33240_c0_g1	SPE	-
TRINITY_DN33244_c0_g1	PAP	-
TRINITY_DN33244_c0_g2	species-specific	-
TRINITY_DN3324_c0_g1	PAP	-
TRINITY_DN33250_c0_g1	species-specific	-
TRINITY_DN33255_c0_g1	species-specific	-
TRINITY_DN33260_c0_g1	species-specific	-
TRINITY_DN33262_c0_g1	species-specific	-
TRINITY_DN33262_c0_g2	species-specific	-
TRINITY_DN33262_c0_g3	species-specific	-
TRINITY_DN33266_c0_g1	ANG	-
TRINITY_DN33268_c0_g1	PAP	-
TRINITY_DN33273_c0_g1	SPE	-
TRINITY_DN33276_c0_g1	species-specific	-
TRINITY_DN33279_c0_g2	species-specific	-
TRINITY_DN3327_c0_g1	ANG	-
TRINITY_DN33280_c0_g1	PAP	-
TRINITY_DN33288_c0_g1	PAP	-
TRINITY_DN3328_c0_g1	ANG	-
TRINITY_DN33291_c0_g1	species-specific	-
TRINITY_DN33296_c1_g1	species-specific	-
TRINITY_DN33298_c0_g1	species-specific	-
TRINITY_DN3329_c0_g1	species-specific	-
TRINITY_DN332_c0_g1	PAP	-
TRINITY_DN33305_c0_g1	species-specific	-
TRINITY_DN33307_c0_g1	species-specific	-
TRINITY_DN33311_c0_g1	ANG	-
TRINITY_DN3331_c0_g1	ANG	-
TRINITY_DN33325_c0_g1	PAP	-
TRINITY_DN33326_c0_g1	ANG	-
TRINITY_DN3332_c0_g1	SPE	-
TRINITY_DN33335_c0_g1	ROS	-
TRINITY_DN33339_c0_g1	ANG	-
TRINITY_DN3333_c0_g1	SPE	-
TRINITY_DN3333_c1_g1	ANG	-
TRINITY_DN3333_c1_g2	SPE	-
TRINITY_DN33340_c0_g2	species-specific	-
TRINITY_DN33344_c0_g1	ANG	-
TRINITY_DN33348_c0_g1	ANG	-
TRINITY_DN3334_c0_g1	PAP	-
TRINITY_DN33352_c0_g5	ANG	-
TRINITY_DN33353_c0_g1	species-specific	-
TRINITY_DN33355_c0_g2	ANG	-
TRINITY_DN33361_c0_g1	ANG	-
TRINITY_DN33363_c0_g1	species-specific	-
TRINITY_DN3337_c0_g2	species-specific	-
TRINITY_DN33387_c0_g1	species-specific	-
TRINITY_DN3338_c0_g1	ANG	UP
TRINITY_DN33395_c0_g1	species-specific	-
TRINITY_DN33399_c0_g1	species-specific	-
TRINITY_DN3339_c0_g1	ANG	-
TRINITY_DN333_c0_g1	ANG	-
TRINITY_DN33403_c0_g1	species-specific	-
TRINITY_DN3340_c0_g1	ANG	-
TRINITY_DN3341_c0_g1	SPE	-
TRINITY_DN33422_c0_g1	ANG	-
TRINITY_DN33423_c0_g1	species-specific	-
TRINITY_DN3342_c0_g1	ANG	-
TRINITY_DN33433_c0_g1	ANG	-
TRINITY_DN33435_c0_g2	ANG	-
TRINITY_DN33438_c0_g1	ANG	-
TRINITY_DN3343_c0_g1	ANG	-
TRINITY_DN33440_c0_g1	ANG	-
TRINITY_DN33444_c0_g1	ANG	-
TRINITY_DN33446_c0_g2	species-specific	-
TRINITY_DN33448_c0_g3	species-specific	-
TRINITY_DN33449_c0_g1	species-specific	-
TRINITY_DN33450_c0_g1	PAP	-
TRINITY_DN33455_c0_g1	ANG	-
TRINITY_DN33457_c0_g1	species-specific	-
TRINITY_DN3345_c0_g1	ANG	-
TRINITY_DN33461_c0_g1	ANG	-
TRINITY_DN33462_c0_g1	ANG	-
TRINITY_DN33464_c1_g1	species-specific	-
TRINITY_DN3346_c0_g1	ANG	-
TRINITY_DN33474_c0_g1	ANG	-
TRINITY_DN33476_c0_g1	species-specific	-
TRINITY_DN33476_c0_g2	species-specific	-
TRINITY_DN33479_c0_g2	species-specific	-
TRINITY_DN3347_c0_g1	ANG	-
TRINITY_DN33481_c0_g1	species-specific	-
TRINITY_DN33482_c0_g1	species-specific	-
TRINITY_DN33484_c0_g2	ANG	-
TRINITY_DN33487_c0_g1	species-specific	-
TRINITY_DN3348_c0_g1	ANG	-
TRINITY_DN33497_c0_g1	species-specific	-
TRINITY_DN33498_c0_g1	species-specific	-
TRINITY_DN3349_c0_g1	ANG	-
TRINITY_DN334_c0_g2	ANG	-
TRINITY_DN334_c0_g3	ANG	-
TRINITY_DN33504_c0_g1	species-specific	-
TRINITY_DN33508_c0_g1	ANG	-
TRINITY_DN3350_c0_g1	PAP	-
TRINITY_DN33511_c0_g1	PAP	-
TRINITY_DN33513_c0_g1	ANG	-
TRINITY_DN33515_c0_g1	species-specific	-
TRINITY_DN33517_c0_g1	PAP	-
TRINITY_DN33518_c0_g1	species-specific	-
TRINITY_DN33518_c0_g2	species-specific	-
TRINITY_DN33518_c0_g3	species-specific	-
TRINITY_DN33519_c0_g2	SPE	-
TRINITY_DN3351_c0_g1	ANG	-
TRINITY_DN33520_c0_g1	species-specific	-
TRINITY_DN33521_c0_g1	ANG	-
TRINITY_DN33522_c1_g1	species-specific	-
TRINITY_DN33523_c0_g1	PAP	-
TRINITY_DN33534_c0_g2	ANG	-
TRINITY_DN3353_c0_g1	SPE	-
TRINITY_DN33542_c0_g1	ANG	-
TRINITY_DN33549_c0_g1	PAP	-
TRINITY_DN3354_c0_g1	SPE	-
TRINITY_DN33550_c0_g1	ROS	-
TRINITY_DN33557_c0_g1	ANG	-
TRINITY_DN33558_c0_g1	SPE	-
TRINITY_DN33558_c1_g1	PAP	-
TRINITY_DN33559_c0_g1	ANG	-
TRINITY_DN33563_c1_g1	ANG	-
TRINITY_DN33565_c0_g1	ANG	-
TRINITY_DN3356_c0_g1	SPE	-
TRINITY_DN33581_c0_g2	ANG	-
TRINITY_DN33582_c0_g1	ANG	-
TRINITY_DN33586_c0_g1	species-specific	-
TRINITY_DN33587_c0_g1	ANG	-
TRINITY_DN3358_c2_g1	ANG	-
TRINITY_DN33594_c0_g1	species-specific	-
TRINITY_DN3359_c0_g3	ANG	-
TRINITY_DN335_c0_g1	ANG	-
TRINITY_DN33604_c0_g1	species-specific	-
TRINITY_DN33608_c0_g2	species-specific	-
TRINITY_DN3360_c0_g1	ROS	-
TRINITY_DN3361_c0_g1	SPE	-
TRINITY_DN33621_c0_g1	species-specific	-
TRINITY_DN3362_c2_g1	ANG	-
TRINITY_DN33638_c0_g1	SPE	-
TRINITY_DN33642_c0_g1	species-specific	-
TRINITY_DN33645_c0_g1	ANG	-
TRINITY_DN33647_c0_g3	PAP	-
TRINITY_DN33647_c0_g4	PAP	-
TRINITY_DN3365_c0_g1	ANG	-
TRINITY_DN33661_c0_g1	ANG	-
TRINITY_DN33667_c0_g1	ANG	-
TRINITY_DN3366_c0_g1	ANG	-
TRINITY_DN33670_c0_g1	ANG	-
TRINITY_DN33678_c0_g1	species-specific	-
TRINITY_DN33679_c0_g1	ANG	-
TRINITY_DN3367_c0_g1	ANG	-
TRINITY_DN3367_c0_g2	ANG	-
TRINITY_DN33682_c0_g1	species-specific	-
TRINITY_DN33683_c0_g1	ANG	-
TRINITY_DN33688_c0_g1	species-specific	-
TRINITY_DN3368_c0_g1	ANG	-
TRINITY_DN33697_c0_g1	species-specific	-
TRINITY_DN33697_c0_g2	species-specific	-
TRINITY_DN33699_c0_g1	FAB	-
TRINITY_DN3369_c0_g1	ANG	-
TRINITY_DN336_c0_g2	ANG	-
TRINITY_DN33702_c0_g1	species-specific	-
TRINITY_DN33705_c0_g1	ANG	-
TRINITY_DN3370_c0_g1	PAP	-
TRINITY_DN33711_c0_g1	ANG	-
TRINITY_DN33717_c0_g1	PAP	-
TRINITY_DN3371_c0_g1	species-specific	-
TRINITY_DN33728_c0_g1	PAP	-
TRINITY_DN33729_c0_g1	species-specific	-
TRINITY_DN3372_c0_g1	ANG	-
TRINITY_DN33732_c0_g1	ANG	-
TRINITY_DN3373_c0_g1	ANG	-
TRINITY_DN33740_c0_g1	species-specific	-
TRINITY_DN33741_c0_g1	PAP	-
TRINITY_DN33745_c0_g1	SPE	-
TRINITY_DN33756_c0_g1	PAP	-
TRINITY_DN33757_c0_g1	ANG	-
TRINITY_DN33758_c0_g1	SPE	-
TRINITY_DN3375_c1_g1	ANG	-
TRINITY_DN33760_c0_g1	species-specific	-
TRINITY_DN33762_c0_g1	SPE	-
TRINITY_DN33763_c0_g1	species-specific	-
TRINITY_DN33765_c0_g1	species-specific	-
TRINITY_DN33766_c0_g1	ANG	-
TRINITY_DN33772_c0_g1	ANG	-
TRINITY_DN33773_c0_g2	species-specific	-
TRINITY_DN33775_c1_g2	species-specific	-
TRINITY_DN33775_c1_g3	species-specific	-
TRINITY_DN33777_c0_g1	ANG	-
TRINITY_DN33783_c0_g2	ANG	-
TRINITY_DN33783_c0_g3	ANG	-
TRINITY_DN33784_c0_g1	ANG	-
TRINITY_DN33789_c0_g1	ANG	-
TRINITY_DN3378_c0_g1	ANG	-
TRINITY_DN33790_c0_g1	ANG	-
TRINITY_DN33790_c0_g2	ANG	-
TRINITY_DN33790_c0_g3	ANG	-
TRINITY_DN33793_c0_g1	species-specific	-
TRINITY_DN33799_c0_g1	SPE	-
TRINITY_DN3379_c0_g1	ANG	-
TRINITY_DN337_c0_g1	ANG	-
TRINITY_DN33807_c0_g1	ANG	-
TRINITY_DN3380_c0_g3	species-specific	-
TRINITY_DN3380_c2_g1	species-specific	-
TRINITY_DN3380_c3_g2	SPE	-
TRINITY_DN33810_c0_g1	species-specific	-
TRINITY_DN33811_c0_g1	PAP	-
TRINITY_DN33815_c0_g1	ANG	-
TRINITY_DN33819_c0_g2	species-specific	-
TRINITY_DN33819_c1_g1	species-specific	-
TRINITY_DN3381_c0_g1	ANG	-
TRINITY_DN33839_c0_g1	ANG	-
TRINITY_DN3383_c0_g1	ANG	-
TRINITY_DN33841_c0_g1	species-specific	-
TRINITY_DN33842_c0_g1	species-specific	-
TRINITY_DN33845_c1_g1	species-specific	-
TRINITY_DN33848_c0_g1	species-specific	-
TRINITY_DN3384_c0_g1	ANG	-
TRINITY_DN33858_c0_g1	ANG	-
TRINITY_DN3386_c0_g1	ANG	-
TRINITY_DN33872_c0_g1	species-specific	-
TRINITY_DN33877_c0_g1	ANG	-
TRINITY_DN33877_c0_g2	ANG	-
TRINITY_DN3387_c0_g1	ANG	-
TRINITY_DN33887_c0_g1	ANG	-
TRINITY_DN3388_c0_g1	ANG	-
TRINITY_DN33897_c0_g2	ANG	-
TRINITY_DN33898_c0_g1	species-specific	-
TRINITY_DN338_c0_g1	SPE	-
TRINITY_DN33908_c0_g1	ANG	-
TRINITY_DN3390_c0_g1	PAP	-
TRINITY_DN33913_c0_g1	species-specific	-
